name;target;group_name;group_folder_path
"столешницы под размер";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"деревянная столешница на заказ спб";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"столешницы на заказ по индивидуальным размерам недорого";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"изготовление столешницы из дерева";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"изготовление столешниц на заказ в спб";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"столешница на заказ по размерам спб";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"столешница из массива на заказ";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"производство столешниц из дерева";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"изготовление столешниц из эпоксидной смолы";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"столешница на заказ спб недорого";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"столешницы на заказ по индивидуальным размерам";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"столешница по индивидуальным размерам";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"столешницы из мдф на заказ";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"столешница по индивидуальным размерам спб";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
"изготовление столешниц для стола";https://fogwood.ru/stoleshnitsy-na-zakaz/;Столешницы;/Интерьер/Столешницы/
